	control.B1	control.B2	experimental.B7	experimental.B8
probable TPI1-triose-phosphate isomeraseFUNC-31746	0	1	0	4
probable transcription factor At3g04930FUNC-31747	27	4	0	0
probable transcription factor KAN2FUNC-31748	1	0	0	0
probable transcription factor PosF21FUNC-31749	13	5	0	0
probable transcriptional regulator SLK2FUNC-31750	5	0	0	0
probable transcriptional regulator SLK2 isoform X1FUNC-31751	1	0	0	0
probable transcriptional regulator SLK3 isoform X1FUNC-31752	2	0	0	0
probable translation activator GCN1FUNC-31753	0	0	3	2
probable translation elongation factor eEF-3FUNC-31754	1	0	0	2
probable transmembrane ascorbate ferrireductase 2FUNC-31755	1	0	0	0
probable transmembrane GTPase FZO-like, chloroplastic isoform X1FUNC-31756	2	0	0	0
probable transporter (major facilitator superfamily)FUNC-31757	0	0	1	0
probable transporter, ABC superfamily (Breast cancer resistance protein)FUNC-31758	1	0	0	0
probable trehalase isoform X1FUNC-31759	1	0	0	0
probable tyrosine-protein phosphatase DSP4FUNC-31760	3	2	0	1
probable U6 snRNA-associated Sm-like protein LSm4FUNC-31761	1	0	0	0
probable ubiquinol-cytochrome-c reductase Rieske iron-sulfur proteinFUNC-31762	1	0	0	1
probable ubiquitin conjugation factor E4FUNC-31763	8	3	0	0
probable ubiquitin-conjugating enzyme E2 23FUNC-31764	3	0	0	2
probable ubiquitin-conjugating enzyme E2 4FUNC-31765	0	0	0	1
probable ubiquitin-protein ligaseFUNC-31766	0	0	1	0
probable ubiquitin/ribosomal protein S27a fusion proteinFUNC-31767	6	3	1	7
probable UDP-arabinopyranose mutase 1FUNC-31768	1	0	0	0
probable UDP-arabinopyranose mutase 2FUNC-31769	1	0	0	0
probable UDP-arabinopyranose mutase 5FUNC-31770	2	0	0	0
probable UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SEC isoform X3FUNC-31771	1	0	0	0
probable urate oxidase (uricase)FUNC-31772	2	3	1	0
probable urea active transporter 1FUNC-31773	0	0	0	2
probable uroporphyrinogen decarboxylaseFUNC-31774	1	0	0	1
probable UTP--glucose-1-phosphate uridylyltransferaseFUNC-31775	0	1	0	0
probable vacuolar ATP synthase 22 kDa proteolipid subunitFUNC-31776	0	3	1	0
probable vacuolar ATP synthase subunit EFUNC-31777	0	2	1	1
probable Vacuolar ATP synthase subunit HFUNC-31778	0	0	0	1
probable vacuolar H+-ATPase V0 sector, subunit aFUNC-31779	0	0	1	0
probable Vacuolar protease AFUNC-31780	1	0	0	0
probable vacuolar protein sorting-associated protein 16 homologFUNC-31781	0	0	0	1
probable vesicular-fusion protein sec17 homologFUNC-31782	1	0	0	0
probable voltage-gated potassium channel subunit betaFUNC-31783	2	0	0	0
probable voltage-gated potassium channel subunit beta, partialFUNC-31784	2	0	0	0
probable VPS21-GTP-binding proteinFUNC-31785	0	1	0	1
probable WRKY transcription factor 17FUNC-31786	1	0	0	0
probable WRKY transcription factor 20FUNC-31787	0	5	0	0
probable WRKY transcription factor 25FUNC-31788	1	3	0	0
probable WRKY transcription factor 31FUNC-31789	4	0	0	0
probable WRKY transcription factor 32 isoform X1FUNC-31790	1	0	0	0
probable WRKY transcription factor 4FUNC-31791	5	0	0	0
probable WRKY transcription factor 4 isoform X1FUNC-31792	1	0	0	0
probable WRKY transcription factor 48FUNC-31793	3	0	0	0
probable WRKY transcription factor 7FUNC-31794	2	0	0	0
probable WRKY transcription factor 74FUNC-31795	1	0	0	0
probable Xaa-Pro aminopeptidase PFUNC-31796	0	0	1	0
probable Xaa-Pro aminopeptidase PTRG_10574FUNC-31797	0	0	0	1
probable xyloglucan 6-xylosyltransferase 5FUNC-31798	3	0	0	0
probable xyloglucan endotransglucosylase/hydrolase protein 23FUNC-31799	8	0	0	1
probable xyloglucan endotransglucosylase/hydrolase protein 28FUNC-31800	4	6	0	0
probable xyloglucan endotransglucosylase/hydrolase protein 30FUNC-31801	29	1	0	1
probable xyloglucan endotransglucosylase/hydrolase protein 32FUNC-31802	3	0	0	0
probable xyloglucan galactosyltransferase GT19FUNC-31803	2	0	0	0
probable xyloglucan glycosyltransferase 6, partialFUNC-31804	1	0	0	0
probable YIP5 Protein that interacts with Rab GTPases involved in vesicle-mediated transportFUNC-31805	0	1	0	0
probable Yippee zinc-binding protein Moh1FUNC-31806	1	0	0	0
probable zinc transporter zrg17FUNC-31807	0	1	1	0
probable zinc-binding oxidoreductaseFUNC-31808	1	0	1	1
probably inactive leucine-rich repeat receptor-like protein kinase At5g48380FUNC-31809	0	6	0	0
Profilin iiFUNC-31810	0	0	1	0
profilin-1FUNC-31811	12	2	0	0
Profilin, partialFUNC-31812	1	0	0	0
profilin, putativeFUNC-31813	0	0	0	1
programmed cell death protein 4-likeFUNC-31814	3	0	0	0
programmed cell death protein 5FUNC-31815	2	0	0	0
prohibitin complex subunitFUNC-31816	0	0	1	0
prohibitin family proteinFUNC-31817	0	1	0	0
prohibitin subunit PHB1FUNC-31818	0	0	12	14
prohibitin subunit PHB2FUNC-31819	3	4	2	6
Prohibitin-1FUNC-31820	0	0	1	0
prohibitin-1, mitochondrial-likeFUNC-31821	2	0	0	0
prohibitin-1, mitochondrial-like isoform X2FUNC-31822	2	0	0	0
prohibitin-2-likeFUNC-31823	1	0	0	0
prohibitin-3, mitochondrialFUNC-31824	1	0	0	0
prolactin regulatory element-binding proteinFUNC-31825	0	1	0	0
Proliferating cell nuclear antigenFUNC-31826	1	0	0	0
proliferation-associated protein 1FUNC-31827	1	0	0	0
proline dehydrogenaseFUNC-31828	14	37	61	212
proline dioxygenaseFUNC-31829	1	3	0	0
proline hydroxylaseFUNC-31830	0	0	1	0
proline iminopeptidaseFUNC-31831	10	0	0	0
proline oxidase PrnDFUNC-31832	1	0	0	0
proline permease PUT4FUNC-31833	70	6457	211	1173
proline reductase-associated electron transfer protein PrdCFUNC-31834	1	0	0	0
proline transporter 2 isoform X5FUNC-31835	4	0	0	0
proline--tRNA ligaseFUNC-31836	83	93	7	25
proline--tRNA ligase, chloroplastic/mitochondrialFUNC-31837	3	0	0	0
proline--tRNA ligase, partialFUNC-31838	0	2	0	3
proline-rich 33 kDa extensin-related protein-likeFUNC-31839	3	0	0	3
proline-rich cell wall protein-like precursorFUNC-31840	123	15	1	10
proline-rich extensin-like protein EPR1FUNC-31841	34	8	0	4
proline-rich protein 36-likeFUNC-31842	9	0	0	0
proline-rich receptor-like protein kinase PERK1FUNC-31843	11	0	0	0
proline-rich receptor-like protein kinase PERK13FUNC-31844	2	1	0	0
proline-rich receptor-like protein kinase PERK2FUNC-31845	0	0	1	0
proline-rich receptor-like protein kinase PERK5FUNC-31846	7	2	0	0
proline-specific permeaseFUNC-31847	0	1	0	0
proline/betaine transporterFUNC-31848	0	6	0	1
prolipoprotein diacylglyceryl transferaseFUNC-31849	20	21	1	0
prolipoprotein diacylglyceryl transferase, partialFUNC-31850	7	3	0	0
prolyl 4-hydroxylaseFUNC-31851	1	0	0	0
prolyl aminopeptidaseFUNC-31852	10	11	1	0
prolyl oligopeptidaseFUNC-31853	1	4	0	0
prolyl oligopeptidase family serine peptidase, partialFUNC-31854	4	0	0	0
prolyl-tRNA editing proteinFUNC-31855	0	3	1	0
prop effectorFUNC-31856	2	13	0	0
propanediol dehydrataseFUNC-31857	1	0	0	0
propanediol utilization protein, partialFUNC-31858	0	5	0	0
propionate--CoA ligaseFUNC-31859	6	17	0	0
propionate/acetate kinaseFUNC-31860	0	1	1	2
propionyl-CoA carboxylase subunit betaFUNC-31861	5	0	0	0
propionyl-CoA carboxylase, partialFUNC-31862	1	1	0	0
propionyl-CoA synthetaseFUNC-31863	1	13	0	0
propionyl-CoA--succinate CoA transferaseFUNC-31864	3	14	0	0
propionyl-CoA--succinate CoA transferase, partialFUNC-31865	1	0	0	0
ProQ activator of osmoprotectant transporter propFUNC-31866	0	0	0	2
proteaseFUNC-31867	48	42	4	1
protease DoFUNC-31868	1	0	0	0
protease Do-like 2, chloroplastic isoform X1FUNC-31869	0	2	0	0
protease Do-like 2, chloroplastic isoform X2FUNC-31870	2	0	0	0
protease HtpXFUNC-31871	0	12	0	0
protease Lon-related BREX system protein BrxLFUNC-31872	2	0	0	0
protease modulator HflCFUNC-31873	2	15	5	0
protease modulator HflKFUNC-31874	5	2	5	1
protease PrsWFUNC-31875	0	3	0	0
protease SohBFUNC-31876	1	7	0	0
protease YdcPFUNC-31877	0	1	0	0
protease, partialFUNC-31878	9	6	0	0
protease/lipase ABC transporter permease/ATP-binding protein, partialFUNC-31879	1	0	0	0
proteasome accessory factor PafA2FUNC-31880	15	9	0	0
proteasome accessory factor PafA2, partialFUNC-31881	9	0	0	0
proteasome activator subunit 4FUNC-31882	7	17	0	1
proteasome adapter and scaffold protein ECM29FUNC-31883	2	0	0	0
proteasome assembly chaperone 2-likeFUNC-31884	2	0	0	0
proteasome ATPaseFUNC-31885	5	20	0	0
proteasome component PRE2 precursorFUNC-31886	0	0	1	0
proteasome component Pre3, putativeFUNC-31887	1	1	0	1
proteasome component PRE4FUNC-31888	1	0	0	0
proteasome component PRE6FUNC-31889	1	0	0	1
proteasome component Prs3, putativeFUNC-31890	1	0	0	0
proteasome component Pup1FUNC-31891	0	1	0	1
proteasome component PUP3FUNC-31892	2	0	0	0
proteasome component Y13 (proteasome A-type and B-type)FUNC-31893	0	0	0	1
proteasome core alpha 1 componentFUNC-31894	0	0	2	0
proteasome core particle subunit alpha 1FUNC-31895	0	0	3	7
proteasome core particle subunit alpha 2FUNC-31896	2	0	1	4
proteasome core particle subunit alpha 3FUNC-31897	0	0	0	2
proteasome core particle subunit alpha 4FUNC-31898	5	0	3	8
proteasome core particle subunit alpha 5FUNC-31899	12	2	2	9
proteasome core particle subunit alpha 6FUNC-31900	3	1	0	5
proteasome core particle subunit alpha 7FUNC-31901	0	0	2	24
proteasome core particle subunit beta 1FUNC-31902	1	0	0	8
proteasome core particle subunit beta 2FUNC-31903	3	2	1	3
proteasome core particle subunit beta 3FUNC-31904	1	0	0	3
proteasome core particle subunit beta 4FUNC-31905	1	1	2	0
proteasome core particle subunit beta 5FUNC-31906	2	0	7	13
proteasome core particle subunit beta 6FUNC-31907	0	0	1	1
proteasome core particle subunit beta 7FUNC-31908	2	1	5	29
Proteasome endopeptidase complexFUNC-31909	0	0	0	1
proteasome endopeptidase complex, beta subunitFUNC-31910	0	0	1	0
proteasome regulatory particle base subunit RPN1FUNC-31911	31	3	13	20
proteasome regulatory particle base subunit RPN10FUNC-31912	4	14	3	21
proteasome regulatory particle base subunit RPN2FUNC-31913	8	1	8	17
proteasome regulatory particle base subunit RPT1FUNC-31914	0	0	1	12
proteasome regulatory particle base subunit RPT2FUNC-31915	0	0	1	0
proteasome regulatory particle base subunit RPT4FUNC-31916	0	0	2	3
proteasome regulatory particle base subunit RPT5FUNC-31917	0	0	0	1
proteasome regulatory particle lid subunit RPN11FUNC-31918	0	0	0	2
proteasome regulatory particle lid subunit RPN12FUNC-31919	2	3	2	1
proteasome regulatory particle lid subunit RPN13FUNC-31920	1	0	1	3
proteasome regulatory particle lid subunit RPN3FUNC-31921	20	9	3	16
proteasome regulatory particle lid subunit RPN5FUNC-31922	1	0	5	12
proteasome regulatory particle lid subunit RPN6FUNC-31923	0	0	1	6
proteasome regulatory particle lid subunit RPN7FUNC-31924	0	2	2	4
proteasome regulatory particle lid subunit RPN8FUNC-31925	0	0	0	5
proteasome regulatory particle lid subunit RPN9FUNC-31926	0	0	1	0
proteasome regulatory particle lid subunit SEM1FUNC-31927	0	2	2	12
proteasome regulatory particle subunitFUNC-31928	0	8	0	0
proteasome regulatory particle subunit (RpnK), putativeFUNC-31929	1	0	0	0
proteasome regulatory particle subunit RPN1FUNC-31930	1	0	0	0
proteasome regulatory particle subunit RPT1FUNC-31931	0	0	0	1
proteasome regulatory particle subunit Rpt1, putativeFUNC-31932	0	1	2	0
proteasome regulatory particle subunit Rpt2FUNC-31933	0	0	1	1
proteasome regulatory particle subunit Rpt3, putativeFUNC-31934	0	0	0	1
proteasome regulatory particle subunit RPT5FUNC-31935	0	0	0	1
proteasome regulatory particle, non-ATPase-like proteinFUNC-31936	0	1	0	0
proteasome stabiliser-domain-containing proteinFUNC-31937	1	1	0	0
proteasome subunit alphaFUNC-31938	5	0	0	0
proteasome subunit alpha type-1FUNC-31939	0	0	1	4
proteasome subunit alpha type-1-BFUNC-31940	2	2	0	0
proteasome subunit alpha type-2-AFUNC-31941	4	0	0	0
proteasome subunit alpha type-2-A isoform X2FUNC-31942	2	0	0	0
proteasome subunit alpha type-3FUNC-31943	0	0	0	1
proteasome subunit alpha type-3 isoform X2FUNC-31944	1	0	0	0
proteasome subunit alpha type-4FUNC-31945	0	0	1	0
proteasome subunit alpha type-4-likeFUNC-31946	1	0	0	2
proteasome subunit alpha type-5FUNC-31947	1	0	0	0
proteasome subunit alpha type-6FUNC-31948	1	2	1	0
proteasome subunit alpha type-6 isoform X2FUNC-31949	4	0	0	0
proteasome subunit alpha type-7FUNC-31950	1	0	0	0
proteasome subunit alpha type-7-A isoform X2FUNC-31951	3	0	0	0
proteasome subunit alpha type-7-likeFUNC-31952	1	0	0	0
proteasome subunit betaFUNC-31953	12	19	0	0
proteasome subunit beta type-1FUNC-31954	4	0	0	0
proteasome subunit beta type-1 precursorFUNC-31955	1	0	1	0
proteasome subunit beta type-1-likeFUNC-31956	3	0	0	0
proteasome subunit beta type-2-AFUNC-31957	4	3	1	0
proteasome subunit beta type-3-AFUNC-31958	2	0	0	0
proteasome subunit beta type-3-A-likeFUNC-31959	1	0	0	0
proteasome subunit beta type-4FUNC-31960	0	4	0	0
proteasome subunit beta type-4 isoform X2FUNC-31961	1	0	0	0
Proteasome subunit beta type-5FUNC-31962	0	0	1	0
proteasome subunit beta type-5 precursorFUNC-31963	1	0	0	1
proteasome subunit beta type-5-AFUNC-31964	2	0	0	0
proteasome subunit beta type-5-likeFUNC-31965	0	0	0	1
proteasome subunit beta type-5-like isoform X2FUNC-31966	0	2	0	0
proteasome subunit beta type-6FUNC-31967	6	0	0	0
proteasome subunit beta type-6-likeFUNC-31968	4	0	0	2
Proteasome subunit beta type-7FUNC-31969	0	0	1	2
proteasome subunit beta type-7-AFUNC-31970	2	0	0	0
Proteasome subunit beta type, partialFUNC-31971	0	0	0	1
proteasome-activating nucleotidaseFUNC-31972	5	5	0	0
proteasome-domain-containing proteinFUNC-31973	1	0	0	0
protein 4.1-like, partialFUNC-31974	3	0	0	0
protein A*, partialFUNC-31975	1	0	0	0
protein AATF/BFR2FUNC-31976	3	0	0	0
protein ABCI7, chloroplasticFUNC-31977	1	0	0	0
protein ABHD17B isoform X2FUNC-31978	1	0	0	0
protein ABHD18FUNC-31979	2	0	0	0
protein ACTIVITY OF BC1 COMPLEX KINASE 1, chloroplastic isoform X4FUNC-31980	1	0	0	0
protein ACTIVITY OF BC1 COMPLEX KINASE 8, chloroplasticFUNC-31981	3	0	0	0
protein adenylyltransferase SelOFUNC-31982	0	7	0	0
protein AIM2FUNC-31983	0	5	7	23
protein ALP1-likeFUNC-31984	26	5	0	0
protein ALP1-like isoform X2FUNC-31985	0	1	0	0
protein ALTERED PHOSPHATE STARVATION RESPONSE 1FUNC-31986	5	0	0	1
protein anchor VAC8FUNC-31987	0	0	5	3
protein app1-likeFUNC-31988	0	0	0	1
protein ARABIDILLO 1FUNC-31989	7	0	0	0
protein ARABIDILLO 1 isoform X1FUNC-31990	0	3	0	0
protein ARABIDILLO 1-likeFUNC-31991	1	0	0	0
protein arg-6, mitochondrial-likeFUNC-31992	0	0	0	3
protein arginine methyltransferase NDUFAF7 homolog, mitochondrial-likeFUNC-31993	0	0	0	1
protein arginine N-methyltransferaseFUNC-31994	3	0	0	2
protein arginine N-methyltransferase 1-likeFUNC-31995	0	0	1	0
protein arginine N-methyltransferase 1.5 isoform X3FUNC-31996	2	0	0	0
Protein arginine N-methyltransferase 2FUNC-31997	0	1	0	0
protein arginine N-methyltransferase 2-likeFUNC-31998	0	0	1	3
protein arginine N-methyltransferase PRMT10FUNC-31999	0	11	0	0
protein argonaute 1FUNC-32000	6	7	0	0
protein argonaute 1-likeFUNC-32001	0	2	0	0
protein argonaute 1-like, partialFUNC-32002	0	2	0	0
protein argonaute 1B-like, partialFUNC-32003	4	0	0	0
protein argonaute 2-likeFUNC-32004	3	0	0	0
protein argonaute 2-like isoform X1FUNC-32005	3	0	0	0
protein argonaute 4-likeFUNC-32006	0	0	1	0
protein argonaute-2-likeFUNC-32007	1	0	0	0
protein AsterixFUNC-32008	1	0	0	1
protein AtoB5FUNC-32009	1	0	0	0
protein ATP11, mitochondrial-likeFUNC-32010	0	0	1	0
protein atp12, mitochondrial-likeFUNC-32011	0	0	0	1
protein ATS1FUNC-32012	0	6	0	0
protein AUXIN SIGNALING F-BOX 2-likeFUNC-32013	7	0	0	0
protein BASIC PENTACYSTEINE2-likeFUNC-32014	0	2	0	0
protein BatDFUNC-32015	3	1	0	1
protein bcp1FUNC-32016	0	1	0	0
protein BCP1FUNC-32017	0	1	0	0
protein BIG GRAIN 1-like AFUNC-32018	5	0	0	0
protein BOLA1, chloroplasticFUNC-32019	3	0	0	0
protein BRICK 1FUNC-32020	2	0	0	1
protein BTNFUNC-32021	1	0	0	0
protein btn1FUNC-32022	0	0	0	1
protein BUD31 homolog 1, partialFUNC-32023	2	0	0	0
Protein BZZ1FUNC-32024	0	0	1	0
protein BZZ1-likeFUNC-32025	0	1	1	0
protein CFUNC-32026	2	0	0	0
protein C2-DOMAIN ABA-RELATED 11FUNC-32027	2	0	0	0
protein C2-DOMAIN ABA-RELATED 4-likeFUNC-32028	1	0	0	0
protein C2-DOMAIN ABA-RELATED 7-likeFUNC-32029	2	1	0	0
protein CANDIDATE G-PROTEIN COUPLED RECEPTOR 2-likeFUNC-32030	2	0	0	0
protein CANDIDATE G-PROTEIN COUPLED RECEPTOR 7FUNC-32031	6	2	0	0
protein CANDIDATE G-PROTEIN COUPLED RECEPTOR 7-likeFUNC-32032	17	0	0	1
protein canopy-1FUNC-32033	0	1	0	0
Protein CASPFUNC-32034	0	0	0	1
protein CELLULOSE SYNTHASE INTERACTIVE 1FUNC-32035	2	5	0	1
protein CELLULOSE SYNTHASE INTERACTIVE 1-likeFUNC-32036	4	7	0	0
protein CELLULOSE SYNTHASE INTERACTIVE 1-like isoform X1FUNC-32037	0	1	0	0
protein CELLULOSE SYNTHASE INTERACTIVE 3FUNC-32038	3	0	0	0
protein CfxQ homolog isoform X3FUNC-32039	3	0	0	0
protein channel TOM70FUNC-32040	2	0	5	6
protein channel TOM71FUNC-32041	10	4	0	3
protein CHAPERONE-LIKE PROTEIN OF POR1, chloroplasticFUNC-32042	5	0	0	0
protein CHROMATIN REMODELING 19FUNC-32043	5	2	0	0
protein CHROMATIN REMODELING 4FUNC-32044	2	0	1	0
protein CHUP1, chloroplastic-likeFUNC-32045	4	4	0	0
protein CHUP1, chloroplastic-like isoform X1FUNC-32046	1	0	0	0
protein CIA1FUNC-32047	2	0	0	0
protein CLMP1-likeFUNC-32048	1	3	0	0
protein CLP1 homologFUNC-32049	0	2	0	0
protein CLT2, chloroplastic isoform X2FUNC-32050	1	0	0	0
protein CNGC15bFUNC-32051	2	0	0	0
protein COBRA-likeFUNC-32052	4	1	0	0
protein COBRA-like isoform X2FUNC-32053	0	3	0	0
protein COFACTOR ASSEMBLY OF COMPLEX C SUBUNIT B CCB2, chloroplasticFUNC-32054	1	0	0	0
protein containing SIS (sugar ISomerase) phosphosugar binding domainFUNC-32055	0	1	0	0
protein CONTINUOUS VASCULAR RING 1-likeFUNC-32056	2	0	0	0
protein COP1 SUPPRESSOR 2-likeFUNC-32057	2	0	0	0
protein cornichon homolog 4FUNC-32058	1	0	0	0
protein CTR9 homolog isoform X2FUNC-32059	0	0	0	1
protein CURVATURE THYLAKOID 1A, chloroplastic-likeFUNC-32060	0	2	0	0
protein CutA, chloroplasticFUNC-32061	2	0	0	0
protein CWC15FUNC-32062	3	0	0	0
protein CWC15 homolog isoform X3FUNC-32063	0	0	0	1
protein CWH43-likeFUNC-32064	1	0	0	0
protein DA1-like isoform X1FUNC-32065	3	0	0	0
protein DAMAGED DNA-BINDING 2 isoform X3FUNC-32066	1	0	0	0
protein damX domain proteinFUNC-32067	3	0	0	0
protein DCL homolog, chloroplasticFUNC-32068	1	0	0	0
protein DDB_G0276689FUNC-32069	0	6	0	0
protein decapping 5FUNC-32070	2	0	0	0
protein decapping 5-likeFUNC-32071	2	0	0	0
protein deglycase HchAFUNC-32072	0	2	0	0
protein DEHYDRATION-INDUCED 19 homolog 3-likeFUNC-32073	1	0	0	0
protein DEHYDRATION-INDUCED 19 homolog 4-likeFUNC-32074	2	0	0	0
protein DETOXIFICATION 19-like isoform X2FUNC-32075	2	6	0	0
protein DETOXIFICATION 21-likeFUNC-32076	1	0	0	0
protein DETOXIFICATION 41-likeFUNC-32077	3	1	0	0
protein DETOXIFICATION 42FUNC-32078	13	15	0	1
protein DETOXIFICATION 42 isoform X2FUNC-32079	3	2	0	0
protein DETOXIFICATION 42-likeFUNC-32080	2	0	0	0
protein DETOXIFICATION 42-like isoform X1FUNC-32081	0	2	0	0
protein DETOXIFICATION 48FUNC-32082	1	0	0	0
protein DGCR14FUNC-32083	2	0	0	0
protein disaggregation chaperone, partialFUNC-32084	0	2	0	0
protein disulfide isomeraseFUNC-32085	0	1	0	1
protein disulfide isomerase EPS1FUNC-32086	2	2	3	7
protein disulfide isomerase EUG1FUNC-32087	2	0	2	1
protein disulfide isomerase family protein, putativeFUNC-32088	0	1	0	0
protein disulfide isomerase MPD1FUNC-32089	0	0	1	0
