	control.B5	control.B6	experimental.B11	experimental.B12
DUF3489 domain-containing proteinFUNC-8038	1	0	0	0
DUF349 domain-containing proteinFUNC-8039	15	32	2	1
DUF349 domain-containing protein, partialFUNC-8040	2	4	1	0
DUF3499 domain-containing proteinFUNC-8041	0	3	1	0
DUF3501 domain-containing proteinFUNC-8042	0	0	0	10
DUF3502 domain-containing proteinFUNC-8043	0	2	0	0
DUF3509 domain-containing proteinFUNC-8044	0	1	0	0
DUF3515 domain-containing proteinFUNC-8045	7	1	0	0
DUF3515 domain-containing protein, partialFUNC-8046	0	13	0	0
DUF3516 domain-containing proteinFUNC-8047	34	106	2	8
DUF3516 domain-containing protein, partialFUNC-8048	22	48	4	3
DUF3530 domain-containing proteinFUNC-8049	1	2	0	0
DUF3533 domain-containing proteinFUNC-8050	0	9	0	0
DUF354 domain-containing proteinFUNC-8051	0	0	1	0
DUF3553 domain-containing proteinFUNC-8052	0	3	0	0
DUF3558 domain-containing proteinFUNC-8053	2	9	0	5
DUF3560 domain-containing proteinFUNC-8054	0	4	0	3
DUF3567 domain-containing proteinFUNC-8055	2	0	0	0
DUF3575 domain-containing proteinFUNC-8056	0	2	0	0
DUF3576 domain-containing proteinFUNC-8057	0	0	0	1
DUF3577 domain-containing proteinFUNC-8058	0	0	0	6
DUF3577 domain-containing protein, partialFUNC-8059	1	0	0	2
DUF3578 domain-containing proteinFUNC-8060	0	14	0	0
DUF3579 domain-containing proteinFUNC-8061	0	14	0	2
DUF3592 domain-containing proteinFUNC-8062	1	5	0	0
DUF3597 domain-containing proteinFUNC-8063	0	0	0	5
DUF3603 domain-containing proteinFUNC-8064	0	15	0	0
DUF3617 domain-containing proteinFUNC-8065	1	6	0	0
DUF3618 domain-containing proteinFUNC-8066	4	46	3	14
DUF3618 domain-containing protein, partialFUNC-8067	1	1	0	1
DUF3619 domain-containing proteinFUNC-8068	0	2	0	2
DUF362 domain-containing proteinFUNC-8069	0	5	0	0
DUF3631 domain-containing protein, partialFUNC-8070	1	3	0	0
DUF3638 domain-containing proteinFUNC-8071	0	0	0	1
DUF364 domain-containing proteinFUNC-8072	0	0	1	0
DUF3644 domain-containing proteinFUNC-8073	1	0	0	0
DUF3649 domain-containing proteinFUNC-8074	0	0	0	3
DUF3667 domain-containing proteinFUNC-8075	0	4	0	0
DUF3679 domain-containing proteinFUNC-8076	0	1	0	0
DUF368 domain-containing proteinFUNC-8077	2	23	0	2
DUF3696 domain-containing proteinFUNC-8078	0	0	1	0
DUF370 domain-containing proteinFUNC-8079	0	5	0	0
DUF3703 domain-containing proteinFUNC-8080	0	0	1	0
DUF371 domain-containing proteinFUNC-8081	0	0	0	2
DUF3710 domain-containing proteinFUNC-8082	16	34	0	0
DUF3710 domain-containing protein, partialFUNC-8083	0	0	1	0
DUF3737 domain-containing proteinFUNC-8084	0	2	0	0
DUF374 domain-containing proteinFUNC-8085	1	1	0	2
DUF3750 domain-containing proteinFUNC-8086	0	6	0	0
DUF3768 domain-containing proteinFUNC-8087	0	18	0	0
DUF3772 domain-containing proteinFUNC-8088	2	4	0	6
DUF3775 domain-containing proteinFUNC-8089	1	0	0	0
DUF3780 domain-containing proteinFUNC-8090	0	3	0	0
DUF3784 domain-containing proteinFUNC-8091	1	0	0	0
DUF3800 domain-containing proteinFUNC-8092	0	83	0	2
DUF3816 family proteinFUNC-8093	0	10	0	0
DUF3817 domain-containing proteinFUNC-8094	2	55	0	0
DUF3822 domain-containing proteinFUNC-8095	0	3	0	0
DUF3825 domain-containing proteinFUNC-8096	0	3	0	0
DUF3828 domain-containing proteinFUNC-8097	0	4	0	0
DUF3829 domain-containing proteinFUNC-8098	0	6	0	0
DUF3833 domain-containing proteinFUNC-8099	0	13	0	7
DUF385 domain-containing proteinFUNC-8100	0	2	0	0
DUF3854 domain-containing proteinFUNC-8101	0	2	0	0
DUF3857 domain-containing proteinFUNC-8102	0	0	0	13
DUF386 domain-containing proteinFUNC-8103	1	0	0	0
DUF3861 domain-containing proteinFUNC-8104	0	3	0	0
DUF3866 domain-containing proteinFUNC-8105	0	8	0	0
DUF3872 domain-containing proteinFUNC-8106	4	3	0	0
DUF3875 domain-containing protein, partialFUNC-8107	2	1	0	0
DUF3883 domain-containing proteinFUNC-8108	1	21	1	0
DUF3883 domain-containing protein, partialFUNC-8109	0	3	0	0
DUF3884 domain-containing proteinFUNC-8110	0	1	0	0
DUF3886 domain-containing proteinFUNC-8111	0	3	0	0
DUF389 domain-containing proteinFUNC-8112	6	7	0	1
DUF3891 domain-containing proteinFUNC-8113	0	1	0	0
DUF3892 domain-containing proteinFUNC-8114	0	8	0	0
DUF3899 domain-containing proteinFUNC-8115	0	4	0	0
DUF393 domain-containing proteinFUNC-8116	1	18	0	0
DUF3971 domain-containing proteinFUNC-8117	3	42	0	10
DUF3987 domain-containing proteinFUNC-8118	1	10	1	0
DUF3992 domain-containing proteinFUNC-8119	0	1	0	0
DUF3999 domain-containing proteinFUNC-8120	0	0	1	0
DUF4007 domain-containing proteinFUNC-8121	0	5	0	0
DUF4007 domain-containing protein, partialFUNC-8122	0	1	0	0
DUF4010 domain-containing proteinFUNC-8123	0	2	0	1
DUF4010 domain-containing protein, partialFUNC-8124	0	1	0	0
DUF4011 domain-containing protein, partialFUNC-8125	0	0	0	2
DUF4012 domain-containing proteinFUNC-8126	1	12	0	7
DUF4013 domain-containing proteinFUNC-8127	1	5	0	0
DUF402 domain-containing proteinFUNC-8128	3	1	0	1
DUF402 family proteinFUNC-8129	0	2	0	0
DUF4031 domain-containing proteinFUNC-8130	1	0	0	0
DUF4032 domain-containing proteinFUNC-8131	13	119	0	21
DUF4034 domain-containing proteinFUNC-8132	0	1	0	0
DUF4037 domain-containing proteinFUNC-8133	1	0	0	0
DUF4038 domain-containing proteinFUNC-8134	0	0	1	0
DUF4040 domain-containing proteinFUNC-8135	0	2	0	5
DUF4041 domain-containing proteinFUNC-8136	1	9	0	0
DUF4043 domain-containing proteinFUNC-8137	0	15	0	0
DUF4054 domain-containing proteinFUNC-8138	0	9	0	0
DUF4055 domain-containing proteinFUNC-8139	0	12	0	0
DUF4055 domain-containing protein, partialFUNC-8140	1	0	0	0
DUF4056 domain-containing proteinFUNC-8141	0	0	0	1
DUF4062 domain-containing proteinFUNC-8142	1	9	0	1
DUF4064 domain-containing proteinFUNC-8143	0	1	0	0
DUF4065 domain-containing proteinFUNC-8144	1	1	0	0
DUF4081 domain-containing proteinFUNC-8145	4	4	0	0
DUF4081 domain-containing protein, partialFUNC-8146	9	27	1	0
DUF4082 domain-containing proteinFUNC-8147	0	9	0	0
DUF4083 domain-containing proteinFUNC-8148	0	1	0	0
DUF4091 domain-containing proteinFUNC-8149	17	63	2	7
DUF4091 domain-containing protein, partialFUNC-8150	7	20	0	2
DUF4097 domain-containing proteinFUNC-8151	0	2	0	0
DUF4102 domain-containing proteinFUNC-8152	0	2	0	1
DUF4102 domain-containing protein, partialFUNC-8153	0	1	0	0
DUF4105 domain-containing proteinFUNC-8154	2	8	2	0
DUF4112 domain-containing proteinFUNC-8155	0	1	0	0
DUF4113 domain-containing proteinFUNC-8156	0	1	0	0
DUF4115 domain-containing proteinFUNC-8157	3	12	2	3
DUF4116 domain-containing proteinFUNC-8158	1	0	0	0
DUF4118 domain-containing proteinFUNC-8159	12	32	0	11
DUF4123 domain-containing proteinFUNC-8160	0	2	0	2
DUF4124 domain-containing proteinFUNC-8161	6	21	4	1
DUF4126 domain-containing proteinFUNC-8162	1	3	0	0
DUF4129 domain-containing proteinFUNC-8163	3	10	1	0
DUF4132 domain-containing proteinFUNC-8164	3	17	0	16
DUF4133 domain-containing proteinFUNC-8165	1	0	0	0
DUF4139 domain-containing proteinFUNC-8166	0	0	1	2
DUF4141 domain-containing proteinFUNC-8167	0	1	0	0
DUF4142 domain-containing proteinFUNC-8168	0	2	0	0
DUF4143 domain-containing proteinFUNC-8169	0	2	0	0
DUF4143 domain-containing protein, partialFUNC-8170	0	5	0	0
DUF4145 domain-containing proteinFUNC-8171	0	4	1	0
DUF4147 domain-containing proteinFUNC-8172	0	0	0	4
DUF4148 domain-containing proteinFUNC-8173	5	4	0	1
DUF4149 domain-containing proteinFUNC-8174	0	0	0	8
DUF4153 domain-containing proteinFUNC-8175	0	18	0	0
DUF4154 domain-containing proteinFUNC-8176	0	2	0	3
DUF4157 domain-containing proteinFUNC-8177	1	5	0	4
DUF4158 domain-containing proteinFUNC-8178	0	9	0	0
DUF4159 domain-containing proteinFUNC-8179	0	2	0	0
DUF4160 domain-containing proteinFUNC-8180	0	7	0	0
DUF4163 domain-containing proteinFUNC-8181	0	3	0	0
DUF4166 domain-containing proteinFUNC-8182	3	1	0	0
DUF417 domain-containing proteinFUNC-8183	0	1	0	0
DUF4172 domain-containing proteinFUNC-8184	2	1	0	0
DUF4173 domain-containing proteinFUNC-8185	1	27	0	0
DUF4174 domain-containing proteinFUNC-8186	0	0	1	0
DUF4175 domain-containing proteinFUNC-8187	1	0	0	2
DUF4177 domain-containing proteinFUNC-8188	6	9	0	1
DUF4178 domain-containing proteinFUNC-8189	1	12	0	10
DUF4179 domain-containing proteinFUNC-8190	0	2	0	0
DUF418 domain-containing proteinFUNC-8191	15	57	0	6
DUF418 family proteinFUNC-8192	0	1	0	0
DUF4184 domain-containing proteinFUNC-8193	0	0	0	1
DUF4185 domain-containing proteinFUNC-8194	1	0	1	0
DUF4186 domain-containing proteinFUNC-8195	0	1	0	1
DUF4189 domain-containing proteinFUNC-8196	0	2	0	0
DUF4190 domain-containing proteinFUNC-8197	1	9	0	0
DUF4190 domain-containing protein, partialFUNC-8198	0	1	0	0
DUF4191 domain-containing proteinFUNC-8199	11	64	0	43
DUF4192 domain-containing proteinFUNC-8200	9	19	0	3
DUF4192 domain-containing protein, partialFUNC-8201	1	20	0	0
DUF4193 domain-containing proteinFUNC-8202	1	0	0	0
DUF4193 domain-containing protein, partialFUNC-8203	0	12	0	0
DUF4194 domain-containing proteinFUNC-8204	1	39	0	2
DUF4197 domain-containing proteinFUNC-8205	1	6	0	0
DUF4198 domain-containing proteinFUNC-8206	1	17	0	3
DUF4199 domain-containing proteinFUNC-8207	0	24	0	0
DUF420 domain-containing proteinFUNC-8208	0	11	0	0
DUF4209 domain-containing proteinFUNC-8209	2	4	1	0
DUF421 domain-containing proteinFUNC-8210	4	22	0	1
DUF4212 domain-containing proteinFUNC-8211	1	0	0	0
DUF4214 domain-containing proteinFUNC-8212	1	19	1	0
DUF4215 domain-containing proteinFUNC-8213	0	0	0	21
DUF4226 domain-containing proteinFUNC-8214	0	0	1	0
DUF4229 domain-containing proteinFUNC-8215	0	13	0	0
DUF4229 domain-containing protein, partialFUNC-8216	0	7	0	0
DUF423 domain-containing proteinFUNC-8217	0	5	0	0
DUF423-domain-containing proteinFUNC-8218	1	0	0	0
DUF4230 domain-containing proteinFUNC-8219	0	3	0	0
DUF4232 domain-containing proteinFUNC-8220	6	14	0	0
DUF4233 domain-containing proteinFUNC-8221	2	6	0	0
DUF4235 domain-containing proteinFUNC-8222	1	0	0	0
DUF4236 domain-containing proteinFUNC-8223	0	3	0	0
DUF4237 domain-containing proteinFUNC-8224	0	6	0	0
DUF4238 domain-containing proteinFUNC-8225	0	7	0	0
DUF4239 domain-containing proteinFUNC-8226	0	0	0	14
DUF424 family proteinFUNC-8227	3	0	0	0
DUF4242 domain-containing proteinFUNC-8228	0	7	0	0
DUF4244 domain-containing proteinFUNC-8229	0	12	0	0
DUF4244 domain-containing protein, partialFUNC-8230	0	4	0	0
DUF4245 domain-containing proteinFUNC-8231	3	41	2	3
DUF4245 domain-containing protein, partialFUNC-8232	0	4	0	0
DUF4252 domain-containing proteinFUNC-8233	1	1	0	1
DUF4253 domain-containing proteinFUNC-8234	0	5	0	0
DUF4254 domain-containing proteinFUNC-8235	0	3	0	0
DUF4255 domain-containing proteinFUNC-8236	1	0	0	0
DUF4256 domain-containing proteinFUNC-8237	0	1	0	0
DUF4258 domain-containing proteinFUNC-8238	0	0	0	1
DUF4259 domain-containing proteinFUNC-8239	0	3	0	0
DUF4260 domain-containing proteinFUNC-8240	0	1	0	0
DUF4261 domain-containing proteinFUNC-8241	0	9	0	1
DUF4262 domain-containing proteinFUNC-8242	0	22	0	0
DUF4264 domain-containing proteinFUNC-8243	0	1	0	0
DUF4265 domain-containing proteinFUNC-8244	0	0	3	0
DUF4268 domain-containing proteinFUNC-8245	0	4	0	0
DUF4270 domain-containing proteinFUNC-8246	2	2	0	0
DUF4277 domain-containing proteinFUNC-8247	0	36	0	0
DUF4277 domain-containing protein, partialFUNC-8248	0	24	0	0
DUF4279 domain-containing proteinFUNC-8249	0	2	0	0
DUF4280 domain-containing proteinFUNC-8250	0	1	0	0
DUF4282 domain-containing proteinFUNC-8251	2	3	0	0
DUF429 domain-containing proteinFUNC-8252	4	0	3	1
DUF4290 domain-containing proteinFUNC-8253	0	6	0	0
DUF4293 domain-containing proteinFUNC-8254	0	4	0	0
DUF4294 domain-containing proteinFUNC-8255	0	2	0	0
DUF4296 domain-containing proteinFUNC-8256	0	1	0	0
DUF4297 domain-containing proteinFUNC-8257	3	0	0	0
DUF4298 domain-containing proteinFUNC-8258	0	1	0	0
DUF4299 domain-containing proteinFUNC-8259	0	2	0	0
DUF4299 domain-containing protein, partialFUNC-8260	1	2	0	0
DUF4300 domain-containing proteinFUNC-8261	2	2	0	0
DUF4300 domain-containing protein, partialFUNC-8262	0	1	0	0
DUF4301 domain-containing proteinFUNC-8263	0	1	0	0
DUF4302 domain-containing proteinFUNC-8264	0	5	0	0
DUF4304 domain-containing proteinFUNC-8265	2	3	0	0
DUF4307 domain-containing proteinFUNC-8266	1	34	0	0
DUF431 domain proteinFUNC-8267	0	3	0	0
DUF4317 domain-containing proteinFUNC-8268	0	1	0	0
DUF4326 domain-containing proteinFUNC-8269	0	8	0	0
DUF433 domain-containing proteinFUNC-8270	0	6	0	11
DUF4330 domain-containing proteinFUNC-8271	0	3	0	0
DUF4331 domain-containing proteinFUNC-8272	2	1	0	1
DUF4332 domain-containing proteinFUNC-8273	0	11	0	0
DUF4336 domain-containing proteinFUNC-8274	0	0	0	8
DUF4338 domain-containing proteinFUNC-8275	0	2	0	0
DUF4343 domain-containing proteinFUNC-8276	0	1	0	0
DUF4345 domain-containing proteinFUNC-8277	0	3	0	0
DUF4347 domain-containing proteinFUNC-8278	2	21	6	3
DUF4347 domain-containing protein, partialFUNC-8279	2	0	0	0
DUF4348 domain-containing proteinFUNC-8280	0	1	0	0
DUF4349 domain-containing proteinFUNC-8281	0	1	0	0
DUF4350 domain-containing proteinFUNC-8282	1	2	0	0
DUF4351 domain-containing proteinFUNC-8283	2	1	0	0
DUF4352 domain-containing proteinFUNC-8284	0	8	0	0
DUF4355 domain-containing proteinFUNC-8285	0	17	0	7
DUF4357 domain-containing proteinFUNC-8286	1	13	0	0
DUF4357 domain-containing protein, partialFUNC-8287	0	1	0	0
DUF436 domain-containing proteinFUNC-8288	0	2	0	0
DUF4366 domain-containing proteinFUNC-8289	0	5	0	0
DUF4369 domain-containing proteinFUNC-8290	0	6	0	0
DUF4372 domain-containing proteinFUNC-8291	0	1	0	0
DUF4373 domain-containing proteinFUNC-8292	2	1	0	0
DUF4376 domain-containing proteinFUNC-8293	0	3	0	0
DUF438 domain-containing proteinFUNC-8294	2	14	0	0
DUF4381 domain-containing proteinFUNC-8295	0	1	0	0
DUF4382 domain-containing proteinFUNC-8296	0	1	1	0
DUF4383 domain-containing proteinFUNC-8297	1	0	0	0
DUF4384 domain-containing proteinFUNC-8298	2	0	0	0
DUF4385 domain-containing proteinFUNC-8299	0	8	0	0
DUF4386 domain-containing proteinFUNC-8300	1	0	0	0
DUF4386 family proteinFUNC-8301	3	0	0	0
DUF4389 domain-containing proteinFUNC-8302	1	0	1	0
DUF4390 domain-containing proteinFUNC-8303	0	3	1	0
DUF4391 domain-containing proteinFUNC-8304	1	10	0	2
DUF4394 domain-containing proteinFUNC-8305	2	0	0	32
DUF4394 domain-containing protein, partialFUNC-8306	2	0	0	0
DUF4395 domain-containing proteinFUNC-8307	2	1	0	0
DUF4396 domain-containing proteinFUNC-8308	0	7	0	0
DUF4397 domain-containing protein, partialFUNC-8309	0	1	0	0
DUF4398 domain-containing proteinFUNC-8310	0	1	0	0
DUF4399 domain-containing proteinFUNC-8311	1	0	1	0
DUF4402 domain-containing proteinFUNC-8312	1	0	0	0
DUF4403 domain-containing proteinFUNC-8313	1	0	0	0
DUF4404 domain-containing proteinFUNC-8314	1	2	0	1
DUF4405 domain-containing proteinFUNC-8315	0	2	0	0
DUF441 domain-containing proteinFUNC-8316	1	2	0	0
DUF4411 domain-containing proteinFUNC-8317	0	7	0	0
DUF4418 domain-containing proteinFUNC-8318	2	2	0	0
DUF4430 domain-containing proteinFUNC-8319	0	4	0	0
DUF4432 domain-containing proteinFUNC-8320	2	5	0	4
DUF4433 domain-containing proteinFUNC-8321	3	0	0	0
DUF4435 domain-containing proteinFUNC-8322	0	2	0	0
DUF4436 domain-containing proteinFUNC-8323	2	0	0	0
DUF4439 domain-containing proteinFUNC-8324	1	3	0	0
DUF444 domain-containing proteinFUNC-8325	0	0	0	11
DUF444 domain-containing protein, partialFUNC-8326	1	0	0	0
DUF4440 domain-containing proteinFUNC-8327	5	6	0	9
DUF4440 domain-containing protein, partialFUNC-8328	0	2	0	0
DUF4442 domain-containing proteinFUNC-8329	1	20	0	4
DUF4445 domain-containing proteinFUNC-8330	0	7	0	4
DUF445 domain-containing proteinFUNC-8331	5	29	3	14
DUF445 domain-containing protein, partialFUNC-8332	0	0	0	1
DUF4468 domain-containing proteinFUNC-8333	0	1	0	0
DUF447 family proteinFUNC-8334	0	1	0	0
DUF4479 domain-containing proteinFUNC-8335	0	5	0	0
DUF448 domain-containing proteinFUNC-8336	1	40	0	0
DUF4492 domain-containing proteinFUNC-8337	0	1	0	0
DUF45 domain-containing proteinFUNC-8338	4	17	0	0
DUF45 domain-containing protein, partialFUNC-8339	2	1	0	1
DUF453 domain proteinFUNC-8340	0	2	0	0
DUF453 domain-containing protein, partialFUNC-8341	0	1	0	0
DUF454 domain-containing proteinFUNC-8342	1	10	0	2
DUF455 domain-containing proteinFUNC-8343	1	14	0	4
DUF456 domain-containing proteinFUNC-8344	0	0	0	1
DUF456 family proteinFUNC-8345	0	0	0	14
DUF459 domain-containing proteinFUNC-8346	0	9	0	1
DUF460 domain-containing proteinFUNC-8347	0	7	0	3
DUF4649 domain-containing proteinFUNC-8348	0	3	0	0
DUF465 domain-containing proteinFUNC-8349	1	2	1	0
DUF4651 domain-containing proteinFUNC-8350	0	1	0	0
DUF466 domain-containing proteinFUNC-8351	0	1	0	0
DUF47 domain-containing proteinFUNC-8352	1	12	0	0
DUF47 domain-containing protein, partialFUNC-8353	0	0	1	0
DUF4738 domain-containing proteinFUNC-8354	0	1	0	0
DUF475 domain-containing proteinFUNC-8355	2	7	0	2
DUF4760 domain-containing proteinFUNC-8356	1	0	0	0
DUF4767 domain-containing proteinFUNC-8357	0	1	0	0
DUF4781 domain-containing proteinFUNC-8358	0	1	0	0
DUF479 domain-containing proteinFUNC-8359	1	5	0	1
DUF480 domain-containing proteinFUNC-8360	4	0	0	0
DUF481 domain-containing proteinFUNC-8361	0	2	0	1
DUF4811 domain-containing proteinFUNC-8362	0	2	0	0
DUF4815 domain-containing proteinFUNC-8363	0	0	0	13
DUF4815 domain-containing protein, partialFUNC-8364	1	0	0	0
DUF4823 domain-containing proteinFUNC-8365	0	1	0	0
DUF4831 domain-containing proteinFUNC-8366	0	2	0	0
DUF4832 domain-containing proteinFUNC-8367	0	13	0	0
DUF4833 domain-containing proteinFUNC-8368	0	1	0	0
DUF4834 domain-containing proteinFUNC-8369	0	2	0	0
DUF4835 domain-containing proteinFUNC-8370	0	2	0	0
DUF484 domain-containing proteinFUNC-8371	3	3	1	0
DUF484 domain-containing protein, partialFUNC-8372	0	0	1	0
DUF485 domain-containing proteinFUNC-8373	1	25	1	1
DUF4853 domain-containing proteinFUNC-8374	0	3	0	0
DUF4862 domain-containing proteinFUNC-8375	20	38	2	0
DUF4863 domain-containing proteinFUNC-8376	0	1	0	1
DUF4864 domain-containing proteinFUNC-8377	2	0	0	0
DUF4865 domain-containing proteinFUNC-8378	7	9	0	0
DUF4870 domain-containing proteinFUNC-8379	2	7	0	0
DUF4876 domain-containing proteinFUNC-8380	0	16	0	0
DUF488 domain-containing proteinFUNC-8381	3	47	1	1
DUF4880 domain-containing protein, partialFUNC-8382	0	0	0	2
DUF4886 domain-containing proteinFUNC-8383	0	5	0	0
DUF4893 domain-containing proteinFUNC-8384	0	8	0	0
DUF4897 domain-containing proteinFUNC-8385	1	0	0	0
DUF490 domain-containing proteinFUNC-8386	0	19	0	31
DUF4916 domain-containing proteinFUNC-8387	1	1	0	0
DUF4917 domain-containing protein, partialFUNC-8388	0	4	0	0
DUF4919 domain-containing proteinFUNC-8389	0	11	0	0
DUF4921 domain-containing proteinFUNC-8390	10	59	0	3
DUF4924 domain-containing proteinFUNC-8391	0	4	0	0
DUF493 domain-containing proteinFUNC-8392	0	2	0	0
DUF4931 domain-containing proteinFUNC-8393	0	4	0	0
DUF494 domain-containing proteinFUNC-8394	0	12	0	0
DUF4942 domain-containing proteinFUNC-8395	0	9	0	0
DUF4951 domain-containing proteinFUNC-8396	0	0	0	2
DUF4954 domain-containing proteinFUNC-8397	0	2	0	0
DUF4956 domain-containing proteinFUNC-8398	2	10	0	0
DUF4974 domain-containing proteinFUNC-8399	0	2	0	0
DUF499 domain-containing proteinFUNC-8400	5	36	1	0
DUF500 domain proteinFUNC-8401	1	2	0	0
DUF500-domain-containing proteinFUNC-8402	0	2	0	0
DUF5009 domain-containing proteinFUNC-8403	0	2	0	0
DUF501 domain-containing proteinFUNC-8404	0	14	0	0
DUF5011 domain-containing proteinFUNC-8405	1	10	0	0
DUF5017 domain-containing proteinFUNC-8406	0	1	0	0
DUF5018 domain-containing proteinFUNC-8407	0	1	0	0
DUF502 domain-containing proteinFUNC-8408	1	38	0	1
DUF502 domain-containing protein, partialFUNC-8409	0	0	0	1
DUF5020 domain-containing proteinFUNC-8410	0	1	0	0
DUF5024 domain-containing proteinFUNC-8411	0	2	0	0
DUF503 domain-containing proteinFUNC-8412	0	0	1	0
DUF5052 domain-containing proteinFUNC-8413	1	0	0	0
DUF5063 domain-containing proteinFUNC-8414	0	0	0	15
DUF5064 domain-containing proteinFUNC-8415	2	0	0	0
DUF5065 domain-containing proteinFUNC-8416	0	7	0	0
DUF5082 domain-containing proteinFUNC-8417	0	1	0	0
DUF5103 domain-containing proteinFUNC-8418	0	12	0	0
DUF512 domain-containing proteinFUNC-8419	0	2	0	0
DUF5129 domain-containing proteinFUNC-8420	1	2	0	0
DUF5130 domain-containing proteinFUNC-8421	0	9	0	0
DUF5131 domain-containing proteinFUNC-8422	2	0	0	0
DUF5131 domain-containing protein, partialFUNC-8423	0	2	0	0
DUF5134 domain-containing proteinFUNC-8424	3	9	0	0
DUF520 domain-containing proteinFUNC-8425	0	4	0	0
DUF521 domain-containing proteinFUNC-8426	0	5	0	0
