	control.B3	control.B4	experimental.B10	experimental.B9
uncharacterized protein YML108WFUNC-38734	0	2	2	0
uncharacterized protein YML119WFUNC-38735	0	11	19	5
uncharacterized protein YML122CFUNC-38736	0	4	8	0
uncharacterized protein YML131WFUNC-38737	0	33	53	17
uncharacterized protein YMR007WFUNC-38738	0	0	3	0
uncharacterized protein YMR008C-AFUNC-38739	0	1	11	3
uncharacterized protein YMR030W-AFUNC-38740	0	0	1	0
uncharacterized protein YMR075C-AFUNC-38741	0	0	2	1
uncharacterized protein YMR085WFUNC-38742	0	3	21	6
uncharacterized protein YMR090WFUNC-38743	0	261	594	127
uncharacterized protein YMR103CFUNC-38744	0	11	27	10
uncharacterized protein YMR105W-AFUNC-38745	0	0	3	1
uncharacterized protein YMR122CFUNC-38746	0	0	1	0
uncharacterized protein YMR141CFUNC-38747	0	0	2	0
uncharacterized protein YMR155WFUNC-38748	0	23	24	3
uncharacterized protein YMR158C-AFUNC-38749	0	0	4	1
uncharacterized protein YMR160WFUNC-38750	0	4	18	4
uncharacterized protein YMR175W-AFUNC-38751	0	0	4	1
uncharacterized protein YMR181CFUNC-38752	0	28	36	12
uncharacterized protein YMR187CFUNC-38753	0	1	13	1
uncharacterized protein YMR196WFUNC-38754	0	46	105	26
uncharacterized protein YMR206WFUNC-38755	0	26	64	11
uncharacterized protein YMR209CFUNC-38756	0	4	15	2
uncharacterized protein YMR244WFUNC-38757	0	9	26	6
uncharacterized protein YMR247W-AFUNC-38758	0	1	4	1
uncharacterized protein YMR253CFUNC-38759	0	26	52	9
uncharacterized protein YMR254CFUNC-38760	0	0	4	0
uncharacterized protein YMR265CFUNC-38761	0	4	25	4
uncharacterized protein YMR295CFUNC-38762	0	48	195	40
uncharacterized protein YMR315WFUNC-38763	0	56	122	27
uncharacterized protein YMR315W-AFUNC-38764	0	0	3	0
uncharacterized protein YMR317WFUNC-38765	0	19	19	8
uncharacterized protein YMR320WFUNC-38766	0	0	6	2
uncharacterized protein YMR321CFUNC-38767	0	0	1	0
uncharacterized protein YNL011CFUNC-38768	0	5	11	0
uncharacterized protein YNL018CFUNC-38769	0	11	23	7
uncharacterized protein YNL019CFUNC-38770	0	1	15	2
uncharacterized protein YNL033WFUNC-38771	0	15	52	11
uncharacterized protein YNL034WFUNC-38772	0	10	26	5
uncharacterized protein YNL035CFUNC-38773	0	2	9	2
uncharacterized protein YNL042W-BFUNC-38774	0	4	65	7
uncharacterized protein YNL046WFUNC-38775	0	6	20	2
uncharacterized protein YNL050CFUNC-38776	0	4	6	6
uncharacterized protein YNL058CFUNC-38777	0	1	7	0
uncharacterized protein YNL067W-BFUNC-38778	0	0	2	0
uncharacterized protein YNL095CFUNC-38779	0	19	26	5
uncharacterized protein YNL108CFUNC-38780	0	7	10	4
uncharacterized protein YNL115CFUNC-38781	0	22	43	16
uncharacterized protein YNL134CFUNC-38782	0	135	155	44
uncharacterized protein YNL140CFUNC-38783	0	4	0	3
uncharacterized protein YNL143CFUNC-38784	0	0	1	1
uncharacterized protein YNL144CFUNC-38785	0	27	133	33
uncharacterized protein YNL146WFUNC-38786	0	0	5	1
uncharacterized protein YNL162W-AFUNC-38787	0	1	2	0
uncharacterized protein YNL165WFUNC-38788	0	1	18	4
uncharacterized protein YNL184CFUNC-38789	0	2	1	1
uncharacterized protein YNL190WFUNC-38790	0	30	25	10
uncharacterized protein YNL193WFUNC-38791	0	1	11	3
uncharacterized protein YNL194CFUNC-38792	0	75	227	41
uncharacterized protein YNL195CFUNC-38793	0	118	294	75
uncharacterized protein YNL208WFUNC-38794	0	52	118	33
uncharacterized protein YNL234WFUNC-38795	0	19	34	18
uncharacterized protein YNL277W-AFUNC-38796	0	0	1	0
uncharacterized protein YNL320WFUNC-38797	0	1	4	0
uncharacterized protein YNR014WFUNC-38798	0	25	68	7
uncharacterized protein YNR021WFUNC-38799	0	2	9	2
uncharacterized protein YNR029CFUNC-38800	0	7	24	4
uncharacterized protein YNR061CFUNC-38801	0	1	13	3
uncharacterized protein YNR065CFUNC-38802	0	9	17	7
uncharacterized protein YNR066CFUNC-38803	0	4	4	1
uncharacterized protein YNR068CFUNC-38804	0	4	8	2
uncharacterized protein YOL013W-AFUNC-38805	0	1	2	0
uncharacterized protein YOL024WFUNC-38806	0	1	1	0
uncharacterized protein YOL029CFUNC-38807	0	1	3	0
uncharacterized protein YOL036WFUNC-38808	0	58	137	34
uncharacterized protein YOL038C-AFUNC-38809	0	1	12	0
uncharacterized protein YOL075CFUNC-38810	0	10	24	8
uncharacterized protein YOL085CFUNC-38811	0	2	10	1
uncharacterized protein YOL107WFUNC-38812	0	0	1	2
uncharacterized protein YOL118CFUNC-38813	0	3	6	4
uncharacterized protein YOL131WFUNC-38814	0	1	0	1
uncharacterized protein YOL163WFUNC-38815	0	0	0	1
uncharacterized protein YOL164W-AFUNC-38816	0	0	1	0
uncharacterized protein YOR011W-AFUNC-38817	0	0	5	1
uncharacterized protein YOR012WFUNC-38818	0	0	2	0
uncharacterized protein YOR015WFUNC-38819	0	12	21	0
uncharacterized protein YOR019WFUNC-38820	0	2	9	1
uncharacterized protein YOR029WFUNC-38821	0	0	1	0
uncharacterized protein YOR032W-AFUNC-38822	0	0	6	2
uncharacterized protein YOR034C-AFUNC-38823	0	0	3	0
uncharacterized protein YOR062CFUNC-38824	0	44	51	21
uncharacterized protein YOR072WFUNC-38825	0	0	3	1
uncharacterized protein YOR097CFUNC-38826	0	12	63	11
uncharacterized protein YOR161C-CFUNC-38827	0	0	5	1
uncharacterized protein YOR186WFUNC-38828	0	6	5	2
uncharacterized protein YOR192C-CFUNC-38829	0	0	2	0
uncharacterized protein YOR238WFUNC-38830	0	4	5	0
uncharacterized protein YOR268CFUNC-38831	0	2	8	2
uncharacterized protein YOR289WFUNC-38832	1	56	157	47
uncharacterized protein YOR292CFUNC-38833	0	16	22	10
uncharacterized protein YOR293C-AFUNC-38834	0	0	0	1
uncharacterized protein YOR296WFUNC-38835	0	7	13	1
uncharacterized protein YOR302WFUNC-38836	0	0	5	2
uncharacterized protein YOR316C-AFUNC-38837	0	0	1	0
uncharacterized protein YOR338WFUNC-38838	0	25	52	28
uncharacterized protein YOR342CFUNC-38839	0	2	3	0
uncharacterized protein YOR343CFUNC-38840	0	4	5	1
uncharacterized protein YOR376WFUNC-38841	0	0	3	0
uncharacterized protein YOR376W-AFUNC-38842	0	2	6	1
uncharacterized protein YOR385WFUNC-38843	0	4	6	2
uncharacterized protein YOR387CFUNC-38844	0	0	3	3
uncharacterized protein YOR389WFUNC-38845	0	19	46	12
uncharacterized protein YOR394C-AFUNC-38846	0	0	2	0
uncharacterized protein YPL034WFUNC-38847	0	1	3	1
uncharacterized protein YPL038W-AFUNC-38848	0	1	0	2
uncharacterized protein YPL039WFUNC-38849	0	8	24	7
uncharacterized protein YPL062WFUNC-38850	0	0	1	0
uncharacterized protein YPL068CFUNC-38851	0	1	3	1
uncharacterized protein YPL071CFUNC-38852	0	1	3	2
uncharacterized protein YPL077CFUNC-38853	0	2	5	1
uncharacterized protein YPL108WFUNC-38854	0	0	2	2
uncharacterized protein YPL119C-AFUNC-38855	0	4	1	0
uncharacterized protein YPL152W-AFUNC-38856	0	0	1	0
uncharacterized protein YPL162CFUNC-38857	0	2	5	3
uncharacterized protein YPL199CFUNC-38858	0	10	23	5
uncharacterized protein YPL216WFUNC-38859	0	2	6	7
uncharacterized protein YPL225WFUNC-38860	0	3	22	3
uncharacterized protein YPL229WFUNC-38861	0	8	12	3
uncharacterized protein YPL245WFUNC-38862	0	5	14	1
uncharacterized protein YPL247CFUNC-38863	0	46	116	24
uncharacterized protein YPL257WFUNC-38864	0	0	3	1
uncharacterized protein YPL264CFUNC-38865	0	6	12	4
uncharacterized protein YPL277CFUNC-38866	0	50	130	43
uncharacterized protein YPL278CFUNC-38867	0	12	18	4
uncharacterized protein YPR003CFUNC-38868	0	4	13	3
uncharacterized protein YPR014CFUNC-38869	0	0	2	0
uncharacterized protein YPR015CFUNC-38870	0	3	4	1
uncharacterized protein YPR027CFUNC-38871	0	0	1	0
uncharacterized protein YPR053CFUNC-38872	0	4	12	1
uncharacterized protein YPR063CFUNC-38873	0	5	23	8
uncharacterized protein YPR064WFUNC-38874	0	0	5	2
uncharacterized protein YPR071WFUNC-38875	0	0	5	1
uncharacterized protein YPR078CFUNC-38876	0	2	2	0
uncharacterized protein YPR084WFUNC-38877	0	7	16	4
uncharacterized protein YPR089WFUNC-38878	0	7	25	2
uncharacterized protein YPR096CFUNC-38879	0	1	1	0
uncharacterized protein YPR097WFUNC-38880	0	5	22	7
uncharacterized protein YPR099CFUNC-38881	0	2	9	12
uncharacterized protein YPR108W-AFUNC-38882	0	0	1	0
uncharacterized protein YPR114WFUNC-38883	0	1	6	8
uncharacterized protein YPR117WFUNC-38884	0	17	53	12
uncharacterized protein YPR148CFUNC-38885	0	7	28	4
uncharacterized protein YPR170W-BFUNC-38886	0	8	9	6
uncharacterized protein YPR195CFUNC-38887	0	2	1	0
uncharacterized protein YPR202WFUNC-38888	0	0	1	0
uncharacterized protein YPR203WFUNC-38889	0	0	5	0
uncharacterized protein YwkD-likeFUNC-38890	0	0	1	0
uncharacterized protein ZYRO0A00286gFUNC-38891	0	0	5	0
uncharacterized protein ZYRO0A02618gFUNC-38892	0	0	5	1
uncharacterized protein ZYRO0A05368gFUNC-38893	0	1	1	0
uncharacterized protein ZYRO0A05390gFUNC-38894	0	0	3	1
uncharacterized protein ZYRO0A05676gFUNC-38895	0	0	0	1
uncharacterized protein ZYRO0A06292gFUNC-38896	0	1	0	0
uncharacterized protein ZYRO0A06534gFUNC-38897	0	0	3	2
uncharacterized protein ZYRO0A06688gFUNC-38898	0	0	2	0
uncharacterized protein ZYRO0A08272gFUNC-38899	0	1	3	1
uncharacterized protein ZYRO0A12518gFUNC-38900	0	6	5	1
uncharacterized protein ZYRO0B01958gFUNC-38901	0	0	1	0
uncharacterized protein ZYRO0B02596gFUNC-38902	0	1	0	0
uncharacterized protein ZYRO0B02772gFUNC-38903	0	0	1	0
uncharacterized protein ZYRO0B03542gFUNC-38904	0	0	1	0
uncharacterized protein ZYRO0B03828gFUNC-38905	0	0	2	0
uncharacterized protein ZYRO0B04136gFUNC-38906	0	1	0	0
uncharacterized protein ZYRO0B10626gFUNC-38907	0	0	0	1
uncharacterized protein ZYRO0B11660gFUNC-38908	0	1	5	4
uncharacterized protein ZYRO0B12386gFUNC-38909	0	0	1	0
uncharacterized protein ZYRO0B12650gFUNC-38910	0	0	1	0
uncharacterized protein ZYRO0B13068gFUNC-38911	0	0	1	0
uncharacterized protein ZYRO0B14564gFUNC-38912	0	2	4	0
uncharacterized protein ZYRO0C03058gFUNC-38913	0	1	3	2
uncharacterized protein ZYRO0C03696gFUNC-38914	0	6	19	4
uncharacterized protein ZYRO0C04950gFUNC-38915	0	0	2	1
uncharacterized protein ZYRO0C04994gFUNC-38916	0	0	1	0
uncharacterized protein ZYRO0C07062gFUNC-38917	0	0	2	0
uncharacterized protein ZYRO0C07700gFUNC-38918	0	0	2	0
uncharacterized protein ZYRO0C07788gFUNC-38919	0	11	55	8
uncharacterized protein ZYRO0C08272gFUNC-38920	0	1	0	0
uncharacterized protein ZYRO0C09262gFUNC-38921	0	0	0	1
uncharacterized protein ZYRO0C11572gFUNC-38922	0	0	0	1
uncharacterized protein ZYRO0C11814gFUNC-38923	0	2	0	0
uncharacterized protein ZYRO0C16940gFUNC-38924	0	0	2	0
uncharacterized protein ZYRO0C17754gFUNC-38925	0	11	22	4
uncharacterized protein ZYRO0D02816gFUNC-38926	0	6	10	3
uncharacterized protein ZYRO0D04686gFUNC-38927	0	2	2	0
uncharacterized protein ZYRO0D08206gFUNC-38928	0	1	0	0
uncharacterized protein ZYRO0D08910gFUNC-38929	0	4	6	5
uncharacterized protein ZYRO0D09130gFUNC-38930	0	0	1	0
uncharacterized protein ZYRO0D10384gFUNC-38931	0	0	13	3
uncharacterized protein ZYRO0D14784gFUNC-38932	0	12	37	7
uncharacterized protein ZYRO0D17666gFUNC-38933	0	1	1	0
uncharacterized protein ZYRO0D17710gFUNC-38934	0	2	4	0
uncharacterized protein ZYRO0E00880gFUNC-38935	0	0	2	0
uncharacterized protein ZYRO0E02838gFUNC-38936	0	0	2	1
uncharacterized protein ZYRO0E04620gFUNC-38937	0	1	12	3
uncharacterized protein ZYRO0E04796gFUNC-38938	0	2	3	0
uncharacterized protein ZYRO0E05148gFUNC-38939	0	1	1	0
uncharacterized protein ZYRO0E06556gFUNC-38940	0	2	1	0
uncharacterized protein ZYRO0E07282gFUNC-38941	0	2	8	3
uncharacterized protein ZYRO0E07986gFUNC-38942	0	0	1	0
uncharacterized protein ZYRO0E08624gFUNC-38943	0	1	1	1
uncharacterized protein ZYRO0F00726gFUNC-38944	0	0	1	1
uncharacterized protein ZYRO0F01606gFUNC-38945	0	6	3	0
uncharacterized protein ZYRO0F02772gFUNC-38946	0	1	0	0
uncharacterized protein ZYRO0F03454gFUNC-38947	0	0	1	0
uncharacterized protein ZYRO0F04994gFUNC-38948	0	0	0	1
uncharacterized protein ZYRO0F05918gFUNC-38949	0	13	9	5
uncharacterized protein ZYRO0F11110gFUNC-38950	0	0	4	0
uncharacterized protein ZYRO0F12606gFUNC-38951	0	0	1	0
uncharacterized protein ZYRO0F12826gFUNC-38952	0	0	0	2
uncharacterized protein ZYRO0F17116gFUNC-38953	0	3	1	0
uncharacterized protein ZYRO0G00286gFUNC-38954	0	3	3	0
uncharacterized protein ZYRO0G00308gFUNC-38955	0	9	29	3
uncharacterized protein ZYRO0G00330gFUNC-38956	0	6	15	5
uncharacterized protein ZYRO0G00352gFUNC-38957	0	7	4	0
uncharacterized protein ZYRO0G00506gFUNC-38958	0	1	0	0
uncharacterized protein ZYRO0G01430gFUNC-38959	0	1	0	0
uncharacterized protein ZYRO0G03058gFUNC-38960	0	0	2	0
uncharacterized protein ZYRO0G06710gFUNC-38961	1	39	8	0
uncharacterized protein ZYRO0G07018gFUNC-38962	0	0	1	0
uncharacterized protein ZYRO0G07194gFUNC-38963	0	0	0	2
uncharacterized protein ZYRO0G07788gFUNC-38964	0	3	3	0
uncharacterized protein ZYRO0G08514gFUNC-38965	0	1	0	0
uncharacterized protein ZYRO0G10274gFUNC-38966	0	0	1	0
uncharacterized protein ZYRO0G10296gFUNC-38967	0	4	1	1
uncharacterized protein ZYRO0G10714gFUNC-38968	0	1	0	0
uncharacterized protein ZYRO0G11022gFUNC-38969	0	0	1	0
uncharacterized protein ZYRO0G12650gFUNC-38970	0	8	17	5
uncharacterized protein ZYRO0G15290gFUNC-38971	0	0	1	0
uncharacterized protein ZYRO0G15994gFUNC-38972	0	4	4	0
uncharacterized protein ZYRO0G17996gFUNC-38973	0	0	1	0
uncharacterized protein ZYRO0G18920gFUNC-38974	0	1	0	0
uncharacterized protein ZYRO0G19976gFUNC-38975	0	0	1	0
uncharacterized protein ZYRO0G20196gFUNC-38976	0	0	1	0
uncharacterized protein ZYRO0G21318gFUNC-38977	0	0	0	1
uncharacterized protein ZYRO0G22264gFUNC-38978	0	0	2	0
uncharacterized protein ZYRO0G22308gFUNC-38979	0	0	1	0
uncharacterized RING finger protein C6B12.07c-likeFUNC-38980	0	0	1	0
uncharacterized RING finger protein P8B7.23-likeFUNC-38981	0	0	2	0
uncharacterized RNA-binding protein C365.04c-like, partialFUNC-38982	0	1	0	0
uncharacterized secreted protein ARB_07637-likeFUNC-38983	0	1	5	2
uncharacterized sugar kinase slr0537 isoform X2FUNC-38984	0	1	0	1
uncharacterized transporter C4B3.13-likeFUNC-38985	0	0	1	0
uncharacterized transporter mfs2FUNC-38986	0	0	0	1
uncharacterized WD repeat-containing protein C2A9.03-likeFUNC-38987	1	0	1	0
uncharacterized WD repeat-containing protein C9G1.05-likeFUNC-38988	0	0	1	0
undecaprenyl-diphosphataseFUNC-38989	2	0	10	1
undecaprenyl-phosphate glucose phosphotransferaseFUNC-38990	0	0	11	0
undecaprenyl/decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferaseFUNC-38991	0	0	5	0
undecaprenyl/decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase, partialFUNC-38992	0	0	10	0
undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferaseFUNC-38993	0	1	14	1
undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase, partialFUNC-38994	0	0	1	0
undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferaseFUNC-38995	3	1	23	0
Ung1FUNC-38996	0	3	5	0
universal stress proteinFUNC-38997	1	0	22	5
universal stress protein AFUNC-38998	0	0	1	0
universal stress protein A-like proteinFUNC-38999	1	0	0	0
universal stress protein A-like protein isoform X1FUNC-39000	0	1	1	0
universal stress protein EFUNC-39001	0	0	1	0
universal stress protein PHOS34FUNC-39002	0	2	0	0
universal stress protein UspAFUNC-39003	0	2	36	1
universal stress protein UspA-like proteinFUNC-39004	0	0	1	0
universal stress protein UspA, partialFUNC-39005	0	0	1	0
universal stress protein UspEFUNC-39006	0	0	1	0
unnamed protein productFUNC-39007	1	4	27	3
unnamed protein product (chloroplast)FUNC-39008	0	0	5	2
Upc2FUNC-39009	0	1	1	1
UPC2-like proteinFUNC-39010	0	0	0	2
Upc2pFUNC-39011	0	13	28	6
UPF0005-domain-containing proteinFUNC-39012	0	0	1	0
UPF0041-domain-containing proteinFUNC-39013	0	1	1	0
UPF0057-domain-containing proteinFUNC-39014	0	4	11	5
UPF0157-domain-containing proteinFUNC-39015	0	1	0	0
UPF0182 family proteinFUNC-39016	0	0	8	0
UPF0183 protein C16orf70-likeFUNC-39017	0	1	0	0
UPF0183-domain-containing proteinFUNC-39018	0	0	0	1
UPF0365 family proteinFUNC-39019	0	0	2	0
UPF0496 protein 4FUNC-39020	3	0	0	0
UPF0496 protein 4-likeFUNC-39021	0	1	1	0
UPF0591 membrane proteinFUNC-39022	0	0	2	0
UPF0658 Golgi apparatus membrane proteinFUNC-39023	0	0	1	0
UPF0659 proteinFUNC-39024	0	1	0	0
UPF0664 stress-induced protein C29B12.11cFUNC-39025	0	2	0	1
Upf3FUNC-39026	0	0	1	0
Upf3pFUNC-39027	0	6	13	4
Ups1FUNC-39028	0	0	5	1
UPS1-like proteinFUNC-39029	0	0	3	0
Ups1pFUNC-39030	0	7	17	3
Ups2FUNC-39031	0	2	10	2
Ups2pFUNC-39032	0	34	123	45
UPS3-like proteinFUNC-39033	0	0	1	0
Ups3pFUNC-39034	0	5	9	3
upstream activation factor subunit UAF30FUNC-39035	0	0	1	0
UQ_con-domain-containing proteinFUNC-39036	0	0	0	1
Ura1FUNC-39037	0	2	8	2
Ura2FUNC-39038	0	46	92	21
URA2-like proteinFUNC-39039	0	41	64	7
Ura3FUNC-39040	0	1	4	1
Ura4FUNC-39041	0	1	0	0
URA4-like proteinFUNC-39042	0	0	3	0
Ura5FUNC-39043	0	1	6	2
URA5-like proteinFUNC-39044	0	0	5	0
Ura6FUNC-39045	0	0	6	4
Ura7FUNC-39046	0	2	8	2
URA7-like proteinFUNC-39047	0	3	0	0
Ura8FUNC-39048	0	49	100	23
URA8-like proteinFUNC-39049	0	11	8	2
uracil permeaseFUNC-39050	0	4	32	7
uracil permease-likeFUNC-39051	0	0	0	1
uracil phosphoribosyltransferaseFUNC-39052	4	6	30	10
uracil phosphoribosyltransferase, partialFUNC-39053	0	0	2	0
uracil-5--methyltransferase TRM9FUNC-39054	0	0	1	0
uracil-DNA glycosylaseFUNC-39055	0	12	61	8
uracil-DNA glycosylase, partialFUNC-39056	0	0	6	0
uracil-xanthine permeaseFUNC-39057	1	3	1	0
uracil/xanthine transporterFUNC-39058	0	0	4	0
Urb1FUNC-39059	0	0	1	0
Urb1pFUNC-39060	0	4	7	2
Urb2/Npa2 family proteinFUNC-39061	1	0	0	0
Urb2pFUNC-39062	0	1	4	0
Urc2FUNC-39063	0	0	0	1
Urc2pFUNC-39064	0	1	12	3
URE2-like proteinFUNC-39065	0	0	2	0
Ure2p in complex with S-P-NitrobenzylglutathioneFUNC-39066	0	0	1	0
urea ABC transporter ATP-binding protein UrtDFUNC-39067	0	1	3	1
urea ABC transporter ATP-binding protein UrtD, partialFUNC-39068	0	1	0	0
urea ABC transporter ATP-binding subunit UrtEFUNC-39069	0	0	1	1
urea ABC transporter permease subunit UrtBFUNC-39070	0	0	1	1
urea ABC transporter permease subunit UrtB, partialFUNC-39071	1	1	0	1
urea ABC transporter permease subunit UrtCFUNC-39072	0	0	1	0
urea ABC transporter substrate-binding proteinFUNC-39073	0	5	7	3
urea ABC transporter substrate-binding protein, partialFUNC-39074	0	0	0	2
urea carboxylaseFUNC-39075	0	20	13	9
urea transporterFUNC-39076	0	0	1	0
ureaseFUNC-39077	0	0	0	3
urease accessory proteinFUNC-39078	0	3	1	0
urease accessory protein UreDFUNC-39079	0	0	5	0
urease accessory protein UreE-likeFUNC-39080	0	2	0	0
urease accessory protein UreFFUNC-39081	0	0	4	1
urease accessory protein UreGFUNC-39082	0	1	2	1
urease accessory protein UreJFUNC-39083	0	0	0	1
urease subunit alphaFUNC-39084	0	1	11	1
urease subunit alpha, partialFUNC-39085	0	0	2	0
urease subunit betaFUNC-39086	1	0	1	0
urease subunit gammaFUNC-39087	0	0	3	0
ureidoglycolate hydrolaseFUNC-39088	0	15	96	16
ureidoglycolate lyaseFUNC-39089	0	0	1	0
Urh1FUNC-39090	0	0	2	1
uricaseFUNC-39091	0	1	3	0
uricase-likeFUNC-39092	0	3	1	1
uridine 5'-monophosphate synthase-likeFUNC-39093	0	1	0	0
uridine kinaseFUNC-39094	0	0	7	0
uridine kinase URK1FUNC-39095	0	9	22	7
uridine monophosphate kinaseFUNC-39096	0	0	3	0
uridine monophosphate kinase, partialFUNC-39097	0	1	4	0
uridine permeaseFUNC-39098	0	60	88	20
uridine phosphorylaseFUNC-39099	0	0	4	0
uridine phosphorylase 1FUNC-39100	0	0	1	0
Urk1FUNC-39101	0	2	2	5
Urm1FUNC-39102	0	5	1	0
Urn1FUNC-39103	0	0	1	4
Urn1pFUNC-39104	0	8	26	2
urocanate hydrataseFUNC-39105	2	0	16	1
urocanate hydratase, partialFUNC-39106	1	1	18	0
uronate isomeraseFUNC-39107	0	0	6	0
uronate isomerase, partialFUNC-39108	0	0	1	0
uroporphyrin-III methyltransferaseFUNC-39109	0	0	6	0
uroporphyrinogen decarboxylaseFUNC-39110	0	0	15	1
uroporphyrinogen decarboxylase HEM12FUNC-39111	0	4	16	4
uroporphyrinogen decarboxylase, partialFUNC-39112	0	0	1	0
uroporphyrinogen III methyltransferaseFUNC-39113	0	0	2	0
uroporphyrinogen-III C-methyltransferaseFUNC-39114	0	14	63	17
uroporphyrinogen-III C-methyltransferase, partialFUNC-39115	1	0	0	0
uroporphyrinogen-III synthaseFUNC-39116	0	0	9	0
uroporphyrinogen-III synthase HEM4FUNC-39117	0	5	38	4
uroporphyrinogen-III synthase, partialFUNC-39118	0	0	5	0
Usa1FUNC-39119	0	0	1	0
Usa1pFUNC-39120	0	24	33	9
Use1FUNC-39121	0	3	12	1
Uso1FUNC-39122	0	1	0	0
USO1-like proteinFUNC-39123	0	2	2	1
Uso1pFUNC-39124	0	3	17	3
UspA domain-containing proteinFUNC-39125	0	0	2	1
Usv1FUNC-39126	0	6	26	3
USV1-like proteinFUNC-39127	0	2	4	0
Usv1pFUNC-39128	0	32	96	19
Uth1FUNC-39129	0	145	177	29
UTH1-like proteinFUNC-39130	0	33	58	6
UTP glucose-1-phosphate uridylyltransferaseFUNC-39131	0	9	12	5
UTP--glucose-1-phosphate uridylyltransferaseFUNC-39132	1	7	28	0
UTP--glucose-1-phosphate uridylyltransferase, partialFUNC-39133	0	2	7	0
Utp10FUNC-39134	0	2	1	0
Utp11FUNC-39135	0	0	1	0
Utp13FUNC-39136	0	0	1	0
Utp13pFUNC-39137	0	3	5	2
Utp14FUNC-39138	0	2	1	2
Utp14 proteinFUNC-39139	0	1	0	0
UTP14-like proteinFUNC-39140	0	1	0	1
Utp14pFUNC-39141	0	2	21	9
Utp15FUNC-39142	0	2	0	2
UTP15-like proteinFUNC-39143	0	1	5	1
Utp18FUNC-39144	0	2	1	3
Utp18pFUNC-39145	0	5	34	5
Utp20FUNC-39146	0	2	2	1
UTP20-like proteinFUNC-39147	0	0	1	0
Utp20pFUNC-39148	0	12	43	9
Utp21FUNC-39149	0	1	2	0
Utp22FUNC-39150	0	1	2	0
Utp30pFUNC-39151	0	9	10	0
Utp4pFUNC-39152	0	1	15	2
Utp5FUNC-39153	0	4	5	3
UTP5-like proteinFUNC-39154	0	0	1	0
Utp5pFUNC-39155	0	6	14	10
Utp6FUNC-39156	0	0	2	0
UTP6-like proteinFUNC-39157	0	1	0	0
Utp7FUNC-39158	0	1	0	0
Utp7pFUNC-39159	0	9	12	13
Utp8FUNC-39160	0	0	0	1
Utp8pFUNC-39161	0	1	3	1
Utp9FUNC-39162	0	0	1	0
Utp9pFUNC-39163	0	0	3	0
Utr1FUNC-39164	0	9	26	2
UTR1-like proteinFUNC-39165	0	22	19	3
Utr2pFUNC-39166	0	7	12	4
Utr4FUNC-39167	0	4	9	5
UTR4-like proteinFUNC-39168	0	0	1	0
Utr5pFUNC-39169	0	9	35	9
UV damage endonuclease UvsEFUNC-39170	0	0	1	0
UV damage repair endonuclease UvsEFUNC-39171	0	0	4	0
UV excision repair protein rhp23FUNC-39172	0	1	0	0
UV radiation resistance protein and autophagy-related subunit 14-domain-containing proteinFUNC-39173	0	1	0	0
UV-B-induced protein At3g17800, chloroplastic isoform X2FUNC-39174	0	1	0	0
UV-damaged DNA-binding protein RAD7FUNC-39175	0	3	20	7
UvrABC system protein CFUNC-39176	0	0	1	0
UvrD-helicase domain-containing proteinFUNC-39177	0	0	1	0
UvrD/REP helicaseFUNC-39178	0	0	1	0
UxaA family hydrolaseFUNC-39179	0	0	1	0
v-SNARE protein VTI1FUNC-39180	0	6	11	4
V-snare-domain-containing proteinFUNC-39181	0	0	3	0
V-type ATP synthase alpha chainFUNC-39182	0	1	2	0
V-type ATP synthase subunit A, partialFUNC-39183	0	0	1	0
V-type ATP synthase subunit BFUNC-39184	0	1	11	0
V-type ATP synthase subunit CFUNC-39185	1	0	1	0
V-type ATP synthase subunit DFUNC-39186	0	0	7	0
V-type ATP synthase subunit IFUNC-39187	0	3	9	0
V-type ATPaseFUNC-39188	0	1	1	0
V-type ATPase, G subunitFUNC-39189	0	1	0	0
V-type H+-transporting ATPase subunit aFUNC-39190	0	0	2	1
V-type H+-transporting ATPase subunit DFUNC-39191	0	0	1	0
V-type proton ATPase 116 kDa subunit a-likeFUNC-39192	0	0	2	0
V-type proton ATPase 16 kDa proteolipid subunit 2-likeFUNC-39193	0	1	1	0
V-type proton ATPase 16 kDa proteolipid subunit-likeFUNC-39194	0	0	1	1
V-type proton ATPase catalytic subunit AFUNC-39195	0	2	1	0
V-type proton ATPase catalytic subunit A-likeFUNC-39196	1	1	3	0
V-type proton ATPase proteolipid subunitFUNC-39197	0	0	1	0
V-type proton ATPase proteolipid subunit, variantFUNC-39198	0	2	2	0
V-type proton ATPase subunit a-likeFUNC-39199	0	1	0	1
V-type proton ATPase subunit a3FUNC-39200	0	1	0	0
V-type proton ATPase subunit BFUNC-39201	0	0	7	2
V-type proton ATPase subunit B 2FUNC-39202	0	1	0	0
V-type proton ATPase subunit B 2-likeFUNC-39203	0	2	0	0
V-type proton ATPase subunit B-likeFUNC-39204	0	0	2	0
V-type proton ATPase subunit B2-like isoform X2FUNC-39205	0	0	0	1
V-type proton ATPase subunit CFUNC-39206	0	0	0	1
